date,hour,pluie,temps,averses,est_jour,timestamp,code_meteo,chutes_neige,precipitations,temperature_2m,pression_surface,rafales_vent_10m,vitesse_vent_10m,direction_vent_10m,couverture_nuageuse,pression_niveau_mer,weather_description,humidite_relative_2m,temperature_apparente
2026-01-01,17,0.0,2026-01-01T17:30,0.0,0,2026-01-01T17:30:00,1,0.0,0.0,3.2,996.1,11.2,4.0,350,31,1015.1,Principalement dégagé,84,0.5
